odor,gill-size,gill-color,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-type,spore-print-color,population
n,b,p,f,f,w,w,e,n,s
y,n,b,s,s,w,w,e,w,v
f,b,p,k,k,b,p,l,h,y
f,b,g,k,k,b,p,l,h,v
n,b,w,s,s,w,g,p,n,y
p,n,p,s,s,w,w,p,k,s
n,b,p,s,s,g,p,p,n,y
n,b,p,s,s,g,w,p,k,y
n,b,p,s,s,w,w,p,n,v
f,b,h,k,k,b,p,l,h,y
f,b,p,k,k,n,p,l,h,v
y,n,b,k,k,p,p,e,w,v
n,n,w,s,s,w,w,p,w,c
n,b,u,s,s,w,g,p,k,v
n,n,u,s,f,w,w,f,h,v
y,n,b,k,k,w,w,e,w,v
f,b,g,k,k,n,p,l,h,v
n,b,u,s,s,w,p,p,k,v
n,b,w,s,s,w,p,p,k,y
f,b,p,k,k,b,p,l,h,v
f,b,h,k,k,p,p,l,h,v
n,b,n,s,s,g,w,p,n,v
f,b,h,s,f,w,w,p,h,v
s,n,b,k,s,w,w,e,w,v
n,b,p,s,s,p,g,p,k,v
n,b,n,s,s,g,w,p,k,y
s,n,b,k,s,w,p,e,w,v
y,n,b,k,s,p,w,e,w,v
f,b,g,k,k,p,p,l,h,v
n,b,n,s,s,w,g,p,n,v
n,b,u,s,s,w,w,p,n,y
p,n,w,s,s,w,w,p,k,v
f,n,b,k,s,w,w,e,w,v
n,b,w,s,s,w,w,p,w,y
f,b,h,k,k,n,n,l,h,y
f,n,b,s,k,w,w,e,w,v
n,b,k,s,f,w,w,e,n,a
f,n,b,s,s,w,w,e,w,v
p,n,p,s,s,w,w,p,n,s
f,b,w,f,f,w,w,p,h,s
p,n,w,s,s,w,w,p,n,v
s,n,b,k,k,w,w,e,w,v
f,b,h,k,k,b,n,l,h,v
f,b,p,k,k,b,b,l,h,v
n,b,n,f,s,w,w,e,k,s
s,n,b,k,s,p,p,e,w,v
n,b,k,f,f,w,w,e,k,a
n,n,w,s,f,w,w,f,h,y
f,b,g,k,k,n,p,l,h,y
n,n,p,s,s,w,w,p,n,y
f,b,h,k,k,p,n,l,h,y
s,n,b,s,s,w,p,e,w,v
n,n,k,s,s,w,w,p,n,y
n,b,h,f,f,w,w,e,n,a
c,n,g,s,s,w,w,p,n,s
n,b,h,s,f,w,w,e,n,a
n,b,g,s,s,w,w,p,r,v
n,n,g,s,s,w,w,p,n,y
f,n,b,k,s,p,w,e,w,v
f,b,g,k,k,b,p,l,h,y
n,b,p,s,k,w,w,p,w,n
f,b,h,k,k,p,n,l,h,v
y,n,b,s,k,p,w,e,w,v
n,b,h,s,s,w,w,e,k,s
f,n,b,s,s,w,p,e,w,v
n,b,p,s,s,g,w,p,k,v
y,n,b,k,s,w,p,e,w,v
n,b,w,s,s,p,w,p,k,y
n,b,n,s,s,o,o,p,n,v
a,b,k,s,s,w,w,p,k,n
f,n,b,k,k,w,w,e,w,v
n,n,p,s,s,w,w,p,k,v
n,b,n,s,f,w,w,e,k,a
n,b,p,s,s,g,g,p,n,v
p,n,p,s,s,w,w,p,k,v
y,n,b,k,k,p,p,e,w,v
s,n,b,s,s,p,p,e,w,v
y,n,b,k,k,p,p,e,w,v
y,n,b,s,s,w,p,e,w,v
n,b,w,s,s,w,e,e,w,c
f,n,b,s,k,w,p,e,w,v
n,b,e,s,s,w,e,e,w,c
n,b,w,s,s,p,g,p,n,y
f,b,p,k,k,p,n,l,h,v
n,b,p,f,s,w,w,e,n,s
f,b,h,s,s,w,w,p,h,v
n,b,n,s,s,w,p,p,k,v
n,b,p,s,s,p,w,p,n,y
n,b,u,s,s,p,w,p,k,y
n,b,h,f,f,w,w,e,n,a
n,b,u,s,s,g,g,p,n,v
n,b,h,f,f,w,w,e,k,a
n,b,h,f,f,w,w,e,k,s
a,b,p,s,y,w,w,p,k,s
f,n,b,k,s,p,p,e,w,v
p,n,w,s,s,w,w,p,k,s
f,b,g,k,k,n,p,l,h,y
f,n,b,s,k,w,w,e,w,v
y,n,b,k,k,p,p,e,w,v
f,n,b,k,s,w,p,e,w,v
n,b,h,s,f,w,w,e,n,a
s,n,b,s,s,p,p,e,w,v
n,b,n,f,s,w,w,e,k,s
l,n,p,s,s,w,w,p,n,v
n,n,w,k,y,w,y,e,w,v
f,n,b,k,s,w,p,e,w,v
l,b,n,s,s,w,w,p,n,s
y,n,b,k,k,p,p,e,w,v
f,b,p,k,k,p,p,l,h,y
f,b,g,k,k,p,p,l,h,y
f,b,g,k,k,b,n,l,h,v
a,b,n,s,s,w,w,p,n,n
y,n,b,s,s,p,w,e,w,v
y,n,b,s,s,p,p,e,w,v
p,n,p,s,s,w,w,p,n,v
a,b,g,s,s,w,w,p,n,s
n,b,p,s,s,w,p,p,n,v
n,b,p,s,s,p,p,p,k,v
n,b,p,s,s,g,p,p,k,v
n,n,w,k,y,w,y,e,w,v
n,b,w,s,s,w,w,p,w,v
n,b,w,s,s,e,e,e,w,c
c,n,u,s,s,w,w,p,k,s
n,b,w,s,s,g,p,p,n,y
f,b,h,k,k,n,b,l,h,v
f,b,g,k,k,b,p,l,h,y
n,b,u,s,s,w,p,p,n,v
s,n,b,k,k,p,w,e,w,v
n,b,n,s,s,p,g,p,n,y
n,b,o,s,s,o,o,p,n,v
a,b,n,s,s,w,w,p,k,n
f,b,h,k,k,b,b,l,h,y
n,b,n,s,s,p,g,p,n,y
y,n,b,k,s,w,p,e,w,v
y,n,b,k,s,p,p,e,w,v
f,n,b,k,k,p,p,e,w,v
p,n,w,s,s,w,w,p,n,v
n,b,n,f,f,w,w,e,n,a
n,b,u,s,s,g,g,p,k,v
n,b,n,s,s,g,p,p,n,y
n,b,u,s,s,w,g,p,k,v
m,b,w,k,y,c,c,n,w,c
n,b,w,s,s,g,g,p,n,v
n,b,w,k,k,w,w,p,w,n
a,b,n,s,s,w,w,p,n,n
n,b,w,s,s,p,g,p,k,y
n,b,p,s,s,g,p,p,k,y
n,b,w,s,s,p,p,p,n,y
a,b,g,s,s,w,w,p,k,s
n,b,n,s,s,g,g,p,n,v
c,n,u,s,s,w,w,p,n,s
y,n,b,k,s,p,p,e,w,v
n,b,n,s,s,w,g,p,k,v
n,b,n,s,s,w,w,e,n,s
n,b,u,s,s,w,g,p,k,y
n,b,y,s,s,o,o,p,b,v
y,n,b,k,k,p,p,e,w,v
l,b,g,s,s,w,w,p,k,s
n,n,p,s,f,w,w,f,h,v
n,b,h,s,s,w,w,e,k,a
c,n,g,s,s,w,w,p,k,v
s,n,b,s,k,w,p,e,w,v
n,b,p,s,s,g,w,p,k,v
s,n,b,s,s,w,w,e,w,v
f,n,b,k,k,p,w,e,w,v
s,n,b,k,s,w,w,e,w,v
n,b,k,s,f,w,w,e,k,s
n,b,u,s,s,g,p,p,k,v
s,n,b,s,k,w,p,e,w,v
p,n,w,s,s,w,w,p,n,v
n,b,k,s,s,w,w,e,k,a
y,n,b,s,k,p,p,e,w,v
n,b,w,s,s,e,e,e,w,c
n,b,p,s,s,g,w,p,k,y
y,n,b,s,k,w,w,e,w,v
n,b,p,s,s,g,g,p,n,v
p,n,w,s,s,w,w,p,n,v
s,n,b,s,k,w,w,e,w,v
p,n,k,s,s,w,w,p,k,s
f,n,b,k,s,w,p,e,w,v
f,b,h,k,k,n,b,l,h,v
l,b,n,s,s,w,w,p,k,n
f,n,b,s,k,p,w,e,w,v
n,b,e,s,s,w,w,e,w,c
f,b,g,k,k,n,b,l,h,y
n,b,n,f,f,w,w,e,n,s
n,b,w,s,s,g,p,p,n,y
f,n,b,s,s,p,p,e,w,v
s,n,b,s,s,w,w,e,w,v
n,b,g,s,s,w,w,p,r,v
f,b,p,k,k,p,n,l,h,v
f,b,p,f,s,w,w,p,h,s
f,b,p,k,k,b,b,l,h,y
n,b,w,s,s,g,g,p,k,v
n,b,u,s,s,p,w,p,n,y
a,b,g,s,s,w,w,p,k,n
n,b,w,s,s,w,e,e,w,c
f,b,h,s,f,w,w,p,h,s
n,b,n,s,s,g,w,p,n,v
y,n,b,s,s,p,p,e,w,v
n,b,h,s,s,w,w,e,n,s
f,b,g,k,k,p,p,l,h,v
s,n,b,s,k,p,p,e,w,v
f,b,h,s,s,w,w,p,h,s
n,b,p,s,s,p,p,p,k,v
p,n,k,s,s,w,w,p,n,v
l,b,p,s,y,w,w,p,n,y
n,b,w,s,k,w,w,p,w,s
a,b,n,s,s,w,w,p,n,s
n,b,w,s,s,w,w,p,r,v
f,b,p,k,k,b,n,l,h,v
f,n,b,s,k,w,w,e,w,v
a,b,n,s,s,w,w,p,n,n
a,b,w,s,y,w,w,p,n,y
f,b,h,f,f,w,w,p,h,s
f,b,p,f,s,w,w,p,h,s
n,b,n,s,s,w,w,e,k,s
n,b,n,s,f,w,w,e,k,a
n,n,w,k,y,w,n,e,w,v
y,n,b,k,k,w,p,e,w,v
l,b,p,s,y,w,w,p,k,y
l,b,g,s,s,w,w,p,k,n
n,b,n,s,s,o,o,p,y,c
n,b,p,s,s,g,w,p,n,v
n,b,k,f,f,w,w,e,k,a
f,b,p,k,k,n,n,l,h,y
y,n,b,k,k,p,p,e,w,v
a,b,g,s,s,w,w,p,k,s
s,n,b,k,s,w,w,e,w,v
n,b,y,s,s,o,o,p,o,c
l,b,n,s,s,w,w,p,n,s
f,b,p,f,s,w,w,p,h,s
l,b,n,s,s,w,w,p,k,s
f,b,p,k,k,p,p,l,h,v
n,b,p,s,s,w,w,e,n,s
l,n,p,s,s,w,w,p,u,v
s,n,b,s,k,w,p,e,w,v
f,b,h,s,f,w,w,p,h,v
p,n,p,s,s,w,w,p,k,s
n,b,u,s,s,g,w,p,n,v
n,b,k,s,f,w,w,e,n,a
f,n,b,k,k,w,p,e,w,v
n,b,p,s,s,g,p,p,n,y
n,b,h,s,s,w,w,e,n,a
p,n,n,s,s,w,w,p,k,s
n,b,w,s,s,w,p,p,n,y
f,b,h,k,k,n,b,l,h,y
f,b,p,k,k,p,b,l,h,v
f,b,h,k,k,b,b,l,h,v
f,b,h,k,k,p,p,l,h,y
f,b,h,k,k,b,b,l,h,v
f,b,p,s,s,w,w,p,h,v
n,b,p,s,s,p,w,p,n,v
f,b,p,k,k,p,b,l,h,y
y,n,b,s,k,w,w,e,w,v
n,b,p,s,s,w,p,p,k,v
n,b,n,s,s,g,w,p,n,v
f,n,b,s,k,p,p,e,w,v
s,n,b,k,k,p,w,e,w,v
s,n,b,s,k,w,w,e,w,v
n,b,n,s,s,p,g,p,k,v
n,b,u,s,s,g,p,p,n,v
f,n,b,s,s,w,p,e,w,v
f,b,g,k,k,b,p,l,h,v
n,b,w,s,k,w,w,p,w,n
p,n,n,s,s,w,w,p,n,v
f,b,h,f,f,w,w,p,h,s
s,n,b,s,k,w,p,e,w,v
f,b,p,k,k,b,p,l,h,y
n,b,p,f,s,w,w,e,n,a
n,b,n,s,s,g,p,p,k,y
y,n,b,s,k,w,w,e,w,v
f,b,p,s,f,w,w,p,h,v
n,n,n,s,s,w,w,p,n,v
n,b,p,s,s,w,w,e,k,s
n,b,e,s,s,w,w,e,w,c
y,n,b,k,k,p,w,e,w,v
p,n,p,s,s,w,w,p,k,s
f,n,b,k,s,p,p,e,w,v
n,b,n,f,s,w,w,e,k,s
n,b,h,s,f,w,w,e,k,a
a,b,n,s,y,w,w,p,n,s
n,b,w,s,s,w,w,p,w,n
f,b,h,k,k,n,b,l,h,v
n,b,e,s,s,e,e,e,w,c
f,b,p,f,s,w,w,p,h,v
p,n,k,s,s,w,w,p,k,s
n,b,g,s,k,w,w,p,w,n
n,b,h,s,f,w,w,e,n,a
y,n,b,s,k,w,p,e,w,v
n,b,k,f,s,w,w,e,k,s
n,b,k,s,f,w,w,e,n,a
n,b,n,s,s,g,p,p,k,y
n,b,w,s,s,p,w,p,n,y
f,n,b,s,k,p,p,e,w,v
l,b,w,s,y,w,w,p,n,s
n,b,u,s,s,p,g,p,n,v
l,b,w,s,y,w,w,p,k,s
n,n,p,s,s,w,w,p,n,v
f,b,p,k,k,n,n,l,h,v
a,b,k,s,s,w,w,p,k,s
y,n,b,k,k,w,w,e,w,v
n,b,n,s,s,g,p,p,n,v
n,b,n,s,s,p,p,p,k,v
s,n,b,k,s,p,w,e,w,v
a,b,n,s,y,w,w,p,k,y
n,b,u,s,s,g,w,p,k,v
n,b,u,s,s,p,g,p,n,y
a,b,k,s,s,w,w,p,n,s
f,n,b,s,k,p,p,e,w,v
n,b,p,s,s,w,w,e,k,a
f,b,w,f,f,w,w,p,h,v
y,n,b,s,s,w,w,e,w,v
f,b,h,k,k,p,b,l,h,y
a,b,k,s,s,w,w,p,n,s
a,b,w,s,y,w,w,p,n,y
s,n,b,s,s,w,p,e,w,v
p,n,p,s,s,w,w,p,k,v
n,b,w,s,s,w,e,e,w,c
f,n,b,k,s,p,p,e,w,v
n,b,n,s,s,o,o,p,y,v
n,b,e,s,s,w,w,e,w,c
n,b,w,s,s,w,p,p,n,y
n,b,w,s,s,p,g,p,n,v
f,b,h,f,s,w,w,p,h,v
n,b,u,s,s,w,g,p,k,v
n,b,u,s,s,p,w,p,k,y
l,b,n,s,y,w,w,p,k,y
n,b,p,f,f,w,w,e,k,a
p,n,w,s,s,w,w,p,n,s
n,b,g,k,k,w,w,p,w,n
f,b,h,k,k,p,p,l,h,v
s,n,b,k,k,w,p,e,w,v
n,b,w,s,s,w,w,p,n,y
y,n,b,k,s,p,w,e,w,v
f,n,b,k,k,w,w,e,w,v
f,n,b,s,k,w,p,e,w,v
n,b,p,s,s,w,w,p,k,y
f,b,h,k,k,n,b,l,h,v
n,b,u,s,s,g,g,p,k,v
s,n,b,s,s,w,w,e,w,v
a,b,k,s,s,w,w,p,k,s
n,b,p,s,s,w,p,p,n,y
y,n,b,k,s,w,w,e,w,v
n,b,p,s,s,p,p,p,k,y
n,b,h,f,f,w,w,e,n,s
f,b,h,k,k,p,b,l,h,v
f,n,b,k,k,p,p,e,w,v
n,b,w,s,s,w,e,e,w,c
n,b,w,s,s,p,w,p,k,v
n,b,o,s,s,o,o,p,n,v
n,b,w,s,s,g,w,p,n,y
n,b,r,s,s,w,w,p,r,v
n,b,e,s,s,w,e,e,w,c
n,b,p,s,s,g,w,p,k,v
n,b,p,f,f,w,w,e,k,s
a,b,n,s,y,w,w,p,n,s
y,n,b,s,k,w,w,e,w,v
n,b,e,s,s,w,e,e,w,c
a,b,n,s,s,w,w,p,k,n
n,b,u,s,s,w,g,p,k,y
f,b,h,k,k,b,b,l,h,v
f,b,h,k,k,p,b,l,h,y
n,b,k,f,s,w,w,e,n,s
n,b,p,f,s,w,w,e,k,s
n,b,w,s,s,w,w,p,k,v
n,b,w,s,s,g,g,p,n,v
n,b,n,s,s,p,g,p,k,v
s,n,b,k,s,p,w,e,w,v
n,b,w,k,k,w,w,p,w,s
s,n,b,s,k,w,p,e,w,v
f,n,b,k,k,w,p,e,w,v
l,b,w,s,s,w,w,p,n,n
s,n,b,k,k,p,w,e,w,v
n,b,n,s,s,w,g,p,k,v
n,b,h,s,s,w,w,e,k,s
f,n,b,s,k,w,p,e,w,v
f,b,h,k,k,p,b,l,h,v
f,b,g,k,k,n,b,l,h,v
f,n,b,s,k,w,w,e,w,v
s,n,b,k,k,w,p,e,w,v
n,b,u,s,s,w,w,p,k,y
f,b,h,k,k,p,n,l,h,v
y,n,b,s,s,p,p,e,w,v
l,b,w,s,y,w,w,p,n,s
n,b,w,s,s,p,g,p,k,v
f,b,h,k,k,p,n,l,h,y
y,n,b,k,s,w,w,e,w,v
s,n,b,s,k,p,w,e,w,v
n,b,p,s,s,p,g,p,n,y
f,n,b,k,k,p,w,e,w,v
n,b,g,s,s,w,w,p,w,s
n,b,w,s,s,e,e,e,w,c
n,b,g,s,s,w,w,p,w,s
n,n,p,s,f,w,w,f,h,y
n,b,p,s,s,g,w,p,n,y
s,n,b,k,k,p,w,e,w,v
y,n,b,k,k,p,p,e,w,v
l,n,w,s,s,w,w,p,n,v
n,b,n,s,s,p,p,p,n,y
n,b,h,s,f,w,w,e,n,a
n,b,g,s,s,w,w,p,w,n
n,b,n,s,s,o,o,p,b,c
s,n,b,s,s,p,p,e,w,v
a,b,w,s,s,w,w,p,n,n
s,n,b,k,k,p,w,e,w,v
n,b,u,s,s,w,g,p,k,v
n,b,w,s,s,p,g,p,n,v
l,b,w,s,s,w,w,p,k,n
f,b,h,k,k,b,n,l,h,y
n,b,u,s,s,g,p,p,k,y
f,b,g,k,k,b,p,l,h,v
f,n,b,k,k,p,w,e,w,v
n,b,k,s,f,w,w,e,k,s
f,n,b,s,k,p,w,e,w,v
n,b,p,s,f,w,w,e,n,s
f,n,b,k,k,w,p,e,w,v
s,n,b,k,s,p,p,e,w,v
n,b,n,s,s,o,o,p,y,v
n,b,p,s,s,p,p,p,n,v
s,n,b,k,k,p,p,e,w,v
p,n,p,s,s,w,w,p,n,s
f,n,b,k,s,w,p,e,w,v
n,b,w,k,s,w,w,p,w,n
f,b,g,k,k,n,p,l,h,v
n,n,w,s,f,w,n,e,w,v
n,b,n,s,f,w,w,e,n,a
n,b,p,s,s,p,w,p,n,v
f,n,b,k,s,w,p,e,w,v
n,b,n,s,s,p,p,p,n,y
f,n,b,k,k,p,p,e,w,v
f,b,g,k,k,n,b,l,h,y
n,b,n,s,s,g,p,p,n,y
l,b,k,s,s,w,w,p,n,s
f,b,p,k,k,b,b,l,h,v
n,b,n,s,s,w,w,e,n,a
f,b,g,k,k,p,p,l,h,y
s,n,b,s,k,p,w,e,w,v
n,b,n,s,s,w,w,e,n,a
n,b,u,s,s,p,w,p,k,v
s,n,b,s,s,p,w,e,w,v
n,b,o,s,s,o,o,p,o,c
s,n,b,s,s,w,p,e,w,v
s,n,b,k,k,p,w,e,w,v
f,b,h,k,k,b,b,l,h,y
n,b,h,f,f,w,w,e,k,s
n,b,u,s,s,p,w,p,n,v
f,n,b,k,k,p,w,e,w,v
n,b,p,s,k,w,w,p,w,n
a,b,w,s,s,w,w,p,k,n
f,n,b,k,s,p,p,e,w,v
f,b,g,k,k,b,p,l,h,y
c,n,g,s,s,w,w,p,k,s
p,n,w,s,s,w,w,p,k,v
n,n,w,s,f,w,n,e,w,v
c,n,p,s,s,w,w,p,k,v
f,n,b,s,k,p,p,e,w,v
s,n,b,k,s,p,p,e,w,v
y,n,b,k,s,w,p,e,w,v
f,n,b,s,s,w,w,e,w,v
f,b,p,k,k,p,b,l,h,y
f,b,h,k,k,b,p,l,h,v
n,b,p,s,s,w,w,e,n,s
a,b,p,s,y,w,w,p,k,s
f,n,b,k,s,w,w,e,w,v
n,b,h,s,s,w,w,e,n,a
f,n,b,s,k,p,w,e,w,v
f,n,b,k,s,w,w,e,w,v
n,b,n,s,s,o,o,p,n,v
f,b,h,s,s,w,w,p,h,v
f,b,h,k,k,p,n,l,h,v
a,b,n,s,s,w,w,p,n,n
p,n,w,s,s,w,w,p,n,s
f,n,b,k,s,p,w,e,w,v
n,b,w,s,s,p,w,p,n,y
n,b,p,s,s,w,p,p,n,v
f,b,p,k,k,n,n,l,h,v
f,b,p,f,s,w,w,p,h,v
n,b,w,s,s,w,p,p,k,v
n,b,p,f,s,w,w,e,k,a
f,b,p,k,k,p,n,l,h,y
n,b,p,s,s,w,g,p,n,v
n,b,u,s,s,p,g,p,n,v
y,n,b,k,k,w,w,e,w,v
l,b,w,s,y,w,w,p,n,y
p,n,p,s,s,w,w,p,n,v
n,b,n,s,s,w,w,p,k,y
l,b,n,s,s,w,w,p,n,n
n,b,p,s,f,w,w,e,n,a
c,n,g,s,s,w,w,p,n,v
n,b,p,s,k,w,w,p,w,s
n,b,e,s,s,w,w,e,w,c
f,b,h,k,k,b,p,l,h,y
n,b,w,s,s,p,g,p,n,v
f,b,g,k,k,p,n,l,h,y
f,n,b,s,k,w,w,e,w,v
n,b,w,s,s,w,w,p,w,y
n,b,w,s,s,w,w,p,n,v
f,b,g,k,k,n,n,l,h,v
f,b,w,s,s,w,w,p,h,s
c,n,n,s,s,w,w,p,n,s
n,b,e,s,s,e,e,e,w,c
p,n,p,s,s,w,w,p,n,s
f,b,p,k,k,b,p,l,h,y
y,n,b,s,k,w,p,e,w,v
n,b,p,s,s,w,w,e,k,a
f,b,w,s,f,w,w,p,h,v
f,b,p,k,k,b,b,l,h,y
l,n,p,s,s,w,w,p,n,v
n,b,n,s,f,w,w,e,k,a
f,b,h,k,k,n,b,l,h,v
n,b,w,s,s,w,g,p,n,y
n,b,w,s,s,w,w,p,r,v
f,n,b,s,s,w,w,e,w,v
f,b,p,f,f,w,w,p,h,v
n,b,p,s,k,w,w,p,w,n
y,n,b,s,k,p,w,e,w,v
n,b,n,s,s,w,w,p,k,y
n,b,p,s,s,w,p,p,n,y
n,b,w,s,s,p,w,p,n,y
f,b,h,k,k,b,n,l,h,v
n,n,w,k,y,w,n,e,w,v
f,b,h,k,k,n,p,l,h,v
y,n,b,s,k,w,w,e,w,v
f,b,p,k,k,n,b,l,h,v
n,b,u,s,s,g,p,p,k,y
f,b,g,k,k,p,b,l,h,v
y,n,b,k,s,p,p,e,w,v
n,b,p,s,k,w,w,p,w,n
y,n,b,s,k,p,w,e,w,v
n,b,n,s,s,w,w,e,k,a
n,b,u,s,s,g,w,p,k,v
f,b,h,s,s,w,w,p,h,v
n,b,w,s,s,p,g,p,k,v
f,b,g,k,k,b,b,l,h,v
y,n,b,s,s,p,p,e,w,v
f,b,h,s,s,w,w,p,h,s
n,b,n,s,s,w,p,p,k,y
s,n,b,s,s,p,p,e,w,v
p,n,k,s,s,w,w,p,n,s
f,b,p,k,k,p,b,l,h,v
f,b,p,k,k,b,p,l,h,v
f,n,b,k,s,w,p,e,w,v
f,b,g,k,k,p,n,l,h,v
n,b,k,f,s,w,w,e,k,a
n,b,p,f,f,w,w,e,n,a
f,b,p,k,k,n,n,l,h,y
f,b,h,k,k,b,n,l,h,y
s,n,b,s,s,w,p,e,w,v
f,n,b,s,k,p,p,e,w,v
n,b,p,f,s,w,w,e,n,a
n,b,n,s,f,w,w,e,k,s
n,n,w,k,y,w,y,e,w,v
n,b,p,s,s,p,g,p,k,v
n,n,w,s,s,w,n,e,w,v
n,b,p,s,f,w,w,e,k,a
a,b,k,s,s,w,w,p,n,n
s,n,b,s,k,w,w,e,w,v
f,n,b,k,s,p,w,e,w,v
s,n,b,s,s,w,w,e,w,v
n,b,w,s,s,g,p,p,k,v
s,n,b,s,k,w,w,e,w,v
y,n,b,k,s,p,w,e,w,v
l,b,p,s,y,w,w,p,k,y
f,b,p,k,k,p,b,l,h,y
n,b,w,s,s,e,w,e,w,c
f,b,g,k,k,p,b,l,h,y
f,b,g,k,k,p,n,l,h,v
f,n,b,k,s,w,p,e,w,v
s,n,b,s,s,w,p,e,w,v
l,b,k,s,s,w,w,p,n,n
n,b,n,s,s,p,g,p,n,y
f,b,p,k,k,b,p,l,h,y
f,b,g,k,k,p,p,l,h,v
n,b,w,s,s,w,w,p,r,v
f,b,p,k,k,p,n,l,h,y
f,n,b,s,s,w,p,e,w,v
f,b,h,k,k,n,p,l,h,y
n,b,n,s,s,p,g,p,k,v
n,b,p,s,s,p,p,p,k,y
n,b,p,f,f,w,w,e,k,s
l,b,g,s,s,w,w,p,n,n
s,n,b,k,s,w,w,e,w,v
f,b,h,k,k,n,p,l,h,y
f,b,g,k,k,n,b,l,h,y
l,n,p,s,s,w,w,p,u,v
y,n,b,k,s,p,p,e,w,v
n,b,w,k,k,w,w,p,w,n
n,b,w,s,s,g,p,p,k,v
n,b,n,s,f,w,w,e,k,s
n,b,p,k,s,w,w,p,w,n
n,b,g,s,s,w,w,p,w,s
n,b,n,s,s,p,w,p,n,v
n,b,o,s,s,o,o,p,y,v
n,b,y,s,s,o,o,p,n,v
s,n,b,k,k,w,w,e,w,v
s,n,b,s,s,w,p,e,w,v
a,b,g,s,s,w,w,p,k,n
f,b,p,k,k,b,p,l,h,y
c,n,n,s,s,w,w,p,k,v
n,b,p,s,s,p,w,p,k,v
f,b,p,k,k,p,p,l,h,y
n,b,n,f,s,w,w,e,n,s
y,n,b,s,s,p,p,e,w,v
f,n,b,s,s,w,p,e,w,v
p,n,n,s,s,w,w,p,k,s
f,n,b,k,k,p,w,e,w,v
a,b,w,s,s,w,w,p,n,n
f,b,h,k,k,p,n,l,h,y
c,n,n,s,s,w,w,p,k,v
f,b,h,k,k,n,n,l,h,y
n,b,n,s,s,g,p,p,n,y
l,n,w,s,s,w,w,p,n,v
n,b,n,s,s,o,o,p,n,c
n,b,p,s,s,p,g,p,n,y
n,b,p,s,k,w,w,p,w,n
n,b,y,s,s,o,o,p,o,c
f,b,w,s,f,w,w,p,h,s
n,b,n,s,s,w,p,p,k,v
s,n,b,k,k,w,w,e,w,v
f,b,p,k,k,n,b,l,h,y
c,n,p,s,s,w,w,p,n,s
f,b,h,k,k,b,n,l,h,v
n,b,w,s,s,g,p,p,k,y
f,n,b,k,s,p,p,e,w,v
l,b,w,s,s,w,w,p,n,s
n,b,p,s,s,g,p,p,k,y
n,b,k,f,s,w,w,e,k,a
n,b,p,s,s,p,p,p,k,v
n,b,w,s,s,w,w,p,r,v
l,b,n,s,y,w,w,p,k,s
n,b,u,s,s,p,p,p,n,y
n,b,n,s,s,w,w,e,k,s
n,b,n,f,f,w,w,e,k,s
p,n,p,s,s,w,w,p,n,s
f,b,h,k,k,p,n,l,h,v
n,b,p,s,f,w,w,e,k,a
n,b,h,f,f,w,w,e,k,s
f,b,w,s,f,w,w,p,h,s
f,b,p,s,s,w,w,p,h,v
n,b,u,s,s,g,w,p,n,v
f,b,g,k,k,p,n,l,h,y
f,b,p,k,k,b,p,l,h,v
n,b,w,s,s,w,w,p,r,v
n,b,u,s,s,w,g,p,n,y
f,b,h,k,k,b,n,l,h,v
c,n,g,s,s,w,w,p,k,s
f,b,h,k,k,b,n,l,h,y
n,b,u,s,s,p,p,p,n,y
y,n,b,k,s,w,p,e,w,v
y,n,b,s,s,p,w,e,w,v
n,b,p,s,s,w,w,e,n,s
n,b,p,f,f,w,w,e,k,s
s,n,b,k,s,w,w,e,w,v
n,b,w,s,k,w,w,p,w,s
n,b,w,s,s,g,w,p,k,y
n,b,u,s,s,w,w,p,n,v
n,b,p,s,s,g,p,p,k,v
c,n,n,s,s,w,w,p,k,v
n,b,n,s,s,p,g,p,k,y
f,b,h,k,k,p,n,l,h,v
l,b,w,s,y,w,w,p,k,y
n,b,w,s,k,w,w,p,w,n
a,b,g,s,s,w,w,p,k,n
f,b,g,k,k,p,b,l,h,y
n,b,p,s,s,g,g,p,k,y
f,n,b,s,k,p,w,e,w,v
n,b,w,s,s,p,g,p,k,y
n,b,p,s,s,w,w,p,w,n
s,n,b,k,s,p,p,e,w,v
y,n,b,k,s,w,p,e,w,v
n,b,u,s,s,p,p,p,k,y
s,n,b,k,s,w,p,e,w,v
n,b,w,s,s,g,g,p,k,v
n,b,u,s,s,g,w,p,k,y
n,b,n,s,s,p,w,p,k,v
n,b,h,s,s,w,w,e,n,s
n,b,w,y,y,n,n,p,w,y
n,b,n,f,f,w,w,e,k,s
s,n,b,k,s,p,w,e,w,v
f,n,b,k,k,w,p,e,w,v
s,n,b,k,k,p,p,e,w,v
f,b,h,k,k,p,n,l,h,y
n,b,w,s,s,g,w,p,n,v
a,b,n,s,s,w,w,p,k,n
n,b,w,s,s,w,w,p,r,v
f,b,g,k,k,n,n,l,h,v
n,b,p,s,s,p,w,p,k,y
n,b,n,s,s,w,g,p,k,y
n,n,p,s,s,w,w,p,n,v
f,n,b,k,k,w,p,e,w,v
s,n,b,s,k,p,w,e,w,v
s,n,b,k,s,p,w,e,w,v
s,n,b,s,k,p,p,e,w,v
a,b,w,s,y,w,w,p,n,s
y,n,b,s,k,w,p,e,w,v
